Course Code,Degree,Degree Specializations,Campus,Key Skills,Algorithm,Success Rate
2954,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",LLM (GPT-4),43.33
8949,B.E. ,Computer Science Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL",LLM (GPT-4),43.33
1018,B.E. ,Mechanical,MITCOE,AUTOCAD,Content-Based,0.0
1064,B.E. ,Mechanical,MITCOE,AUTOCAD,Content-Based,0.0
1307,B.E. ,Mechanical,MITCOE,"AutoCAD, PROE",Content-Based,0.0
1306,B.E. ,Mechanical,MITCOE,"AutoCAD, PROE",Content-Based,0.0
1305,B.E. ,Mechanical,MITAOE,"AutoCAD, PROE",Content-Based,0.0
1287,B.E. ,Mechanical,MITCOE,"AutoCAD, PROE",Content-Based,0.0
1263,B.E. ,Mechanical,MITCOE,"AutoCAD, PROE",Content-Based,0.0
1262,B.E. ,Mechanical,MITCOE,"AutoCAD, PROE",Content-Based,0.0
1258,B.E. ,Mechanical,MITAOE,"AutoCAD, PROE",Content-Based,0.0
1106,B.E. ,Mechanical,MITAOE,"AutoCAD, PROE",Content-Based,0.0
