Course Code,Degree,Degree Specializations,Campus,Key Skills,Algorithm,Success Rate
2954,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",LLM (GPT-4),68.33
8949,B.E. ,Computer Science Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL",LLM (GPT-4),68.33
1033,B.E. ,Mechanical,MITAOE,"AutoCAD, PROE",Content-Based,0.0
1035,B.E. ,Mechanical,MITCOE,"AutoCAD, PROE",Content-Based,0.0
1597,B.E. ,Mechanical,MITAOE,"AutoCAD, PROE",Content-Based,0.0
1596,B.E. ,Mechanical,MITCOE,"AutoCAD, PROE",Content-Based,0.0
1578,B.E. ,Mechanical,MITCOE,"AutoCAD, PROE",Content-Based,0.0
1566,B.E. ,Mechanical,MITCOE,"AutoCAD, PROE",Content-Based,0.0
1561,B.E. ,Mechanical,MITAOE,"AutoCAD, PROE",Content-Based,0.0
1534,B.E. ,Mechanical,MITCOE,"AutoCAD, PROE",Content-Based,0.0
1533,B.E. ,Mechanical,MITAOE,"AutoCAD, PROE",Content-Based,0.0
1532,B.E. ,Mechanical,MITCOE,"AutoCAD, PROE",Content-Based,0.0
