Course Code,Degree,Degree Specializations,Campus,Key Skills,Algorithm,Success Rate
1196,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",Content-Based,60.0
1380,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",Content-Based,60.0
1645,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",Content-Based,60.0
1642,B.E. ,Computer Science Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL",Content-Based,60.0
1634,B.E. ,Computer Science Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL",Content-Based,60.0
1633,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",Content-Based,60.0
1632,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",Content-Based,60.0
1631,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",Content-Based,60.0
1628,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",Content-Based,60.0
1622,B.E. ,Computer Science Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL",Content-Based,60.0
2954,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",LLM (GPT-4),60.0
8949,B.E. ,Computer Science Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL",LLM (GPT-4),60.0
