Course Code,Degree,Degree Specializations,Campus,Key Skills,Algorithm,Success Rate
7408,B.E. ,Computer Science Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS",LLM (GPT-4),35
2954,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",LLM (GPT-4),35
1061,B.E. ,Mechanical,MITAOE,"CAD,CAM",Content-Based,0
1272,B.E. ,Mechanical,MITAOE,"CAD,CAM",Content-Based,0
1007,B.E. ,Mechanical,MITAOE,CATIA,Content-Based,0
1006,B.E. ,Mechanical,MITCOE,CATIA,Content-Based,0
1003,B.E. ,Mechanical,MITAOE,CATIA,Content-Based,0
2075,B.E. ,Mechanical,MITCOE,"CAD,CAM",Content-Based,0
2038,B.E. ,Mechanical,MITAOE,"CAD,CAM",Content-Based,0
2028,B.E. ,Mechanical,MITCOE,"CAD,CAM",Content-Based,0
1819,B.E. ,Mechanical,MITAOE,"CAD,CAM",Content-Based,0
1817,B.E. ,Mechanical,MITCOE,"CAD,CAM",Content-Based,0
