Course Code,Degree,Degree Specializations,Campus,Key Skills,Algorithm,Success Rate
1903,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",Content-Based,68.33
1623,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",Content-Based,68.33
1907,B.E. ,Computer Science Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL",Content-Based,68.33
1629,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",Content-Based,68.33
1434,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",Content-Based,68.33
2382,B.E. ,Computer Science Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL",Collaborative,68.33
2148,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",Collaborative,68.33
2954,B.E. ,Computer Science Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL",LLM (GPT-4),68.33
8949,B.E. ,Computer Science Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL",LLM (GPT-4),68.33
2416,B.E. ,Computer Science Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql",Collaborative,60.0
2203,B.E. ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design",Collaborative,25.0
2002,B.E. ,Electronics  Telecommunication Engineering,"MIT,Pune","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP",Collaborative,7.69
